name,start,end,dir,angle,status,speed,time,identifier
神仙树西路,"104.043816,30.621191;","104.048126,30.6191597",从创业路到神仙树北路,331,1,25.0,2019-08-21 Wed 11:09:34,神仙树西路从创业路到神仙树北路
芳草东街,"104.051537,30.6263237","104.057999,30.6247463",从芳草街到玉林中路,344,1,30.0,2019-08-21 Wed 11:09:34,芳草东街从芳草街到玉林中路
芳草东街,"104.057991,30.6247768","104.051552,30.6263504",从玉林中路到芳草街,164,1,20.0,2019-08-21 Wed 11:09:34,芳草东街从玉林中路到芳草街
芳草西二街,"104.048317,30.6282845","104.051552,30.6263371",从永丰路到芳草街,325,1,25.0,2019-08-21 Wed 11:09:34,芳草西二街从永丰路到芳草街
玉洁东街,"104.062424,30.6225815","104.066772,30.6227074",从玉林南街到人民南路四段,1,1,20.0,2019-08-21 Wed 11:09:34,玉洁东街从玉林南街到人民南路四段
玉洁东街,"104.066772,30.6227379","104.062416,30.6226139",从人民南路四段到玉林南街,181,1,20.0,2019-08-21 Wed 11:09:34,玉洁东街从人民南路四段到玉林南街
倪家桥路,"104.057999,30.6247463","104.066925,30.6249962",从玉林中路到人民南路四段,1,1,30.0,2019-08-21 Wed 11:09:34,倪家桥路从玉林中路到人民南路四段
倪家桥路,"104.066925,30.6250267","104.057991,30.6247768",从人民南路四段到玉林中路,181,1,25.0,2019-08-21 Wed 11:09:34,倪家桥路从人民南路四段到玉林中路
玉林街,"104.062363,30.6248703","104.062225,30.6295376",从倪家桥路到玉林东路,91,1,25.0,2019-08-21 Wed 11:09:34,玉林街从倪家桥路到玉林东路
玉林街,"104.062187,30.6295376","104.062332,30.6248703",从玉林东路到倪家桥路,271,1,20.0,2019-08-21 Wed 11:09:34,玉林街从玉林东路到倪家桥路
玉林东路,"104.058525,30.6294308","104.066612,30.6296005",从玉林北路到人民南路四段,1,1,25.0,2019-08-21 Wed 11:09:34,玉林东路从玉林北路到人民南路四段
玉林东路,"104.066612,30.6296272","104.058525,30.6294613",从人民南路四段到玉林北路,181,1,25.0,2019-08-21 Wed 11:09:34,玉林东路从人民南路四段到玉林北路
小天北街,"104.056442,30.6362629","104.060844,30.6344185",从小天西街到电信南街,334,1,20.0,2019-08-21 Wed 11:09:34,小天北街从小天西街到电信南街
小天北街,"104.060852,30.6344452","104.056465,30.6362896",从电信南街到小天西街,153,1,20.0,2019-08-21 Wed 11:09:34,小天北街从电信南街到小天西街
小天西街,"104.056206,30.6332531","104.057648,30.6382008",从一环路南三段到电信南街,75,1,20.0,2019-08-21 Wed 11:09:34,小天西街从一环路南三段到电信南街
小天西街,"104.057617,30.6382141","104.056168,30.6332531",从电信南街到一环路南三段,255,1,25.0,2019-08-21 Wed 11:09:34,小天西街从电信南街到一环路南三段
科园二路,"104.043716,30.621294;","104.036621,30.6247959",从创业路到科园二路西口,150,1,25.0,2019-08-21 Wed 11:09:34,科园二路从创业路到科园二路西口
科园一路,"104.042633,30.6243687","104.037712,30.6266041",从高朋东路到科园一路西口,152,1,20.0,2019-08-21 Wed 11:09:34,科园一路从高朋东路到科园一路西口
高升桥东路,"104.038391,30.6292171","104.044373,30.6383553",从二环路南四段到一环路南四段,60,1,25.0,2019-08-21 Wed 11:09:34,高升桥东路从二环路南四段到一环路南四段
高升桥东路,"104.044334,30.6383686","104.038368,30.6292362",从一环路南四段到二环路南四段,240,1,25.0,2019-08-21 Wed 11:09:34,高升桥东路从一环路南四段到二环路南四段
广福桥街,"104.039848,30.6314659","104.034912,30.6382675",从高升桥东路到高升桥路,121,1,25.0,2019-08-21 Wed 11:09:34,广福桥街从高升桥东路到高升桥路
广福桥街,"104.034897,30.6382484","104.039825,30.6314487",从高升桥路到高升桥东路,301,1,30.0,2019-08-21 Wed 11:09:34,广福桥街从高升桥路到高升桥东路
高升桥北街,"104.036163,30.6370182","104.042953,30.6362267",从广福桥街到高升桥东路,352,1,20.0,2019-08-21 Wed 11:09:34,高升桥北街从广福桥街到高升桥东路
高升桥南街,"104.041718,30.6343021","104.038414,30.6407146",从高升桥东路到高升桥路,113,1,20.0,2019-08-21 Wed 11:09:34,高升桥南街从高升桥东路到高升桥路
高升桥南街,"104.038391,30.6407108","104.041695,30.6342754",从高升桥路到高升桥东路,293,1,20.0,2019-08-21 Wed 11:09:34,高升桥南街从高升桥路到高升桥东路
芳草街,"104.051552,30.6263371","104.049797,30.6234493",从芳草西二街到二环路南三段,242,1,30.0,2019-08-21 Wed 11:09:34,芳草街从芳草西二街到二环路南三段
肖家河沿街,"104.039825,30.6314487","104.048035,30.6280098",从高升桥东路到永丰路,334,1,30.0,2019-08-21 Wed 11:09:34,肖家河沿街从高升桥东路到永丰路
肖家河沿街,"104.04805,30.6280365;","104.039848,30.6314659",从永丰路到高升桥东路,154,1,25.0,2019-08-21 Wed 11:09:34,肖家河沿街从永丰路到高升桥东路
肖家河街,"104.042999,30.6269379",";104.044853,30.632822",从二环路南四段到肖家河北街,74,1,20.0,2019-08-21 Wed 11:09:34,肖家河街从二环路南四段到肖家河北街
肖家河街,"104.04483,30.6328259;",";104.042969,30.626955",从肖家河北街到二环路南四段,254,1,25.0,2019-08-21 Wed 11:09:34,肖家河街从肖家河北街到二环路南四段
玉林西路,"104.050026,30.6309643","104.058525,30.6294308",从永丰路到玉林北路,348,1,25.0,2019-08-21 Wed 11:09:34,玉林西路从永丰路到玉林北路
玉林西路,"104.058525,30.6294613","104.050041,30.6309872",从玉林北路到永丰路,168,1,25.0,2019-08-21 Wed 11:09:34,玉林西路从玉林北路到永丰路
兴蓉东巷,"104.049812,30.6332359","104.051003,30.6326447",从兴蓉东街到永丰路,329,1,20.0,2019-08-21 Wed 11:09:34,兴蓉东巷从兴蓉东街到永丰路
兴蓉东巷,"104.051025,30.6326714",";104.04982,30.6332569",从永丰路到兴蓉东街,150,1,20.0,2019-08-21 Wed 11:09:34,兴蓉东巷从永丰路到兴蓉东街
兴蓉东街,"104.045799,30.6342793","104.049828,30.6332397",从兴蓉街到兴蓉东巷,343,1,25.0,2019-08-21 Wed 11:09:34,兴蓉东街从兴蓉街到兴蓉东巷
兴蓉东街,"104.049797,30.6332531","104.045822,30.6343021",从兴蓉东巷到兴蓉街,162,1,25.0,2019-08-21 Wed 11:09:34,兴蓉东街从兴蓉东巷到兴蓉街
肖家河北街,"104.041695,30.6342754","104.044838,30.6328125",从高升桥东路到肖家河街,331,1,25.0,2019-08-21 Wed 11:09:34,肖家河北街从高升桥东路到肖家河街
肖家河北街,"104.044853,30.6328354","104.041718,30.6343021",从肖家河街到高升桥东路,151,1,25.0,2019-08-21 Wed 11:09:34,肖家河北街从肖家河街到高升桥东路
兴蓉街,"104.044853,30.6328182","104.047394,30.6367073",从肖家河北街到一环路南四段,60,1,20.0,2019-08-21 Wed 11:09:34,兴蓉街从肖家河北街到一环路南四段
兴蓉街,"104.047371,30.6367207",";104.04483,30.6328316",从一环路南四段到肖家河北街,240,1,25.0,2019-08-21 Wed 11:09:34,兴蓉街从一环路南四段到肖家河北街
碧云路,"104.033157,30.6368809","104.029137,30.6409779",从高升桥路到广福路,130,1,25.0,2019-08-21 Wed 11:09:34,碧云路从高升桥路到广福路
碧云路,"104.029114,30.6409607","104.033134,30.6368618",从广福路到高升桥路,310,1,25.0,2019-08-21 Wed 11:09:34,碧云路从广福路到高升桥路
广福桥西街,"104.032936,30.6393814","104.030594,30.6419735",从广福桥横街到广福路,127,1,25.0,2019-08-21 Wed 11:09:34,广福桥西街从广福桥横街到广福路
广福桥西街,"104.030579,30.6419563","104.032906,30.6393642",从广福路到广福桥横街,307,1,25.0,2019-08-21 Wed 11:09:34,广福桥西街从广福路到广福桥横街
广福桥正街,"104.031822,30.6406002",";104.037514,30.641777",从广福桥西街到七道堰街,13,1,25.0,2019-08-21 Wed 11:09:34,广福桥正街从广福桥西街到七道堰街
广福桥正街,"104.037514,30.6418095","104.031807,30.6406231",从七道堰街到广福桥西街,193,1,25.0,2019-08-21 Wed 11:09:34,广福桥正街从七道堰街到广福桥西街
广福路,"104.027611,30.6398392","104.033615,30.6438179",从二环路西一段到广福桥北街,37,1,25.0,2019-08-21 Wed 11:09:34,广福路从二环路西一段到广福桥北街
广福路,"104.0336,30.6438446;1","104.027565,30.6398792",从广福桥北街到二环路西一段,217,1,25.0,2019-08-21 Wed 11:09:34,广福路从广福桥北街到二环路西一段
置信南街,"104.029137,30.6409779","104.026184,30.6441689",从广福路到双楠路,128,1,20.0,2019-08-21 Wed 11:09:34,置信南街从广福路到双楠路
置信南街,"104.026154,30.6441517","104.029114,30.6409607",从双楠路到广福路,308,1,20.0,2019-08-21 Wed 11:09:34,置信南街从双楠路到广福路
惠民街,"104.027664,30.6425285","104.031555,30.6439724",从置信南街到学苑巷,23,1,25.0,2019-08-21 Wed 11:09:34,惠民街从置信南街到学苑巷
惠民街,"104.031555,30.6440048","104.027641,30.6425552",从学苑巷到置信南街,203,1,25.0,2019-08-21 Wed 11:09:34,惠民街从学苑巷到置信南街
学苑巷,"104.032692,30.6411915","104.031593,30.6455822",从广福桥正街到双楠路,102,1,20.0,2019-08-21 Wed 11:09:34,学苑巷从广福桥正街到双楠路
学苑巷,"104.031563,30.6455822","104.032661,30.6411819",从双楠路到广福桥正街,282,1,20.0,2019-08-21 Wed 11:09:34,学苑巷从双楠路到广福桥正街
燃灯寺路,"104.033615,30.6438179",";104.03746,30.6444263",从双元街到大石南路,10,1,25.0,2019-08-21 Wed 11:09:34,燃灯寺路从双元街到大石南路
燃灯寺路,"104.03746,30.6444569;","1;104.0336,30.6438446",从大石南路到双元街,190,1,25.0,2019-08-21 Wed 11:09:34,燃灯寺路从大石南路到双元街
双楠路,"104.024513,30.6429329",";104.033272,30.645565",从二环路西一段到双元街,19,1,25.0,2019-08-21 Wed 11:09:34,双楠路从二环路西一段到双元街
双楠路,"104.033272,30.6455956","104.024391,30.6430664",从双元街到二环路西一段,198,1,30.0,2019-08-21 Wed 11:09:34,双楠路从双元街到二环路西一段
双丰路,"104.017212,30.6378441","104.014526,30.6412926",从武侯大道双楠段到栖霞路,123,1,35.0,2019-08-21 Wed 11:09:34,双丰路从武侯大道双楠段到栖霞路
双丰路,"104.014488,30.6412754","104.017189,30.6378269",从栖霞路到武侯大道双楠段,303,1,30.0,2019-08-21 Wed 11:09:34,双丰路从栖霞路到武侯大道双楠段
广厦街,"104.022949,30.644577;","104.030029,30.6464844",从二环路西一段到安居街,17,1,25.0,2019-08-21 Wed 11:09:34,广厦街从二环路西一段到安居街
广厦街,"104.030029,30.6465149","104.022926,30.6445999",从安居街到二环路西一段,197,1,25.0,2019-08-21 Wed 11:09:34,广厦街从安居街到二环路西一段
置信北街,"104.026184,30.6441689","104.024666,30.6478214",从双楠路到少陵路,109,1,25.0,2019-08-21 Wed 11:09:34,置信北街从双楠路到少陵路
置信北街,"104.024628,30.6478176","104.026154,30.6441517",从少陵路到双楠路,289,1,25.0,2019-08-21 Wed 11:09:34,置信北街从少陵路到双楠路
洗面桥横街,"104.048401,30.6422749","6;104.05526,30.639183",从武侯祠横街到洗面桥街,332,1,30.0,2019-08-21 Wed 11:09:34,洗面桥横街从武侯祠横街到洗面桥街
武侯祠横街,"104.045601,30.6377506","104.048424,30.6422806",从一环路南四段到武侯祠东街,61,1,25.0,2019-08-21 Wed 11:09:34,武侯祠横街从一环路南四段到武侯祠东街
武侯祠横街,"104.048393,30.6422977",";104.045563,30.637764",从武侯祠东街到一环路南四段,241,1,25.0,2019-08-21 Wed 11:09:34,武侯祠横街从武侯祠东街到一环路南四段
武侯祠东街,"104.04557,30.6437416;","104.048401,30.6422749",从武侯祠大街到武侯祠横街,328,1,25.0,2019-08-21 Wed 11:09:34,武侯祠东街从武侯祠大街到武侯祠横街
锦里中路,"104.052322,30.6528225","104.057129,30.6492577",从小南街到通祠路,319,1,25.0,2019-08-21 Wed 11:09:34,锦里中路从小南街到通祠路
锦里中路,"104.057175,30.6492939","104.052322,30.6528225",从通祠路到小南街,139,1,25.0,2019-08-21 Wed 11:09:34,锦里中路从通祠路到小南街
文庙西街,"104.053467,30.654213;","104.056587,30.6523609",从小南街到塘坎街,325,1,25.0,2019-08-21 Wed 11:09:34,文庙西街从小南街到塘坎街
文庙西街,"104.056602,30.6523781","104.053474,30.6542397",从塘坎街到小南街,145,1,25.0,2019-08-21 Wed 11:09:34,文庙西街从塘坎街到小南街
芳邻路,"104.046455,30.6517162","104.040878,30.6551685",从大石东路到一环路西一段,144,1,35.0,2019-08-21 Wed 11:09:34,芳邻路从大石东路到一环路西一段
芳邻路,"104.040878,30.6551418","104.046417,30.6517029",从一环路西一段到大石东路,324,1,30.0,2019-08-21 Wed 11:09:34,芳邻路从一环路西一段到大石东路
锦里西路,"104.044693,30.6578979","104.052322,30.6528091",从琴台路到小南街,322,1,35.0,2019-08-21 Wed 11:09:34,锦里西路从琴台路到小南街
锦里西路,"104.052322,30.6528358","104.044708,30.6579208",从小南街到琴台路,142,1,25.0,2019-08-21 Wed 11:09:34,锦里西路从小南街到琴台路
少陵路,"104.02195,30.6478443;","104.032837,30.6476765",从二环路西一段到双元街,358,1,25.0,2019-08-21 Wed 11:09:34,少陵路从二环路西一段到双元街
少陵路,"104.032837,30.647707;","8;104.02195,30.647871",从双元街到二环路西一段,178,1,25.0,2019-08-21 Wed 11:09:34,少陵路从双元街到二环路西一段
置信路,"104.013817,30.6478577",";104.02195,30.6478443",从龙华北路到二环路西一段,359,1,35.0,2019-08-21 Wed 11:09:34,置信路从龙华北路到二环路西一段
置信路,"104.02195,30.647871;1","104.013817,30.6478844",从二环路西一段到龙华北路,179,1,30.0,2019-08-21 Wed 11:09:34,置信路从二环路西一段到龙华北路
龙祥路,"104.008781,30.647871;","104.013817,30.6478577",从武阳大道一段到龙华北路,359,1,30.0,2019-08-21 Wed 11:09:34,龙祥路从武阳大道一段到龙华北路
龙祥路,"104.013817,30.6478844","104.008781,30.6479015",从龙华北路到武阳大道一段,179,1,25.0,2019-08-21 Wed 11:09:34,龙祥路从龙华北路到武阳大道一段
紫藤路,"104.026848,30.647768;","104.026772,30.6509552",从少陵路到大石西路,91,1,25.0,2019-08-21 Wed 11:09:34,紫藤路从少陵路到大石西路
紫藤路,"104.026741,30.6509552",";104.02681,30.6477642",从大石西路到少陵路,271,1,25.0,2019-08-21 Wed 11:09:34,紫藤路从大石西路到少陵路
大华街,"104.013657,30.6498356","104.021919,30.6495781",从龙华北路到二环路西一段,357,1,25.0,2019-08-21 Wed 11:09:34,大华街从龙华北路到二环路西一段
大华街,"104.021919,30.6496048","104.013657,30.6498661",从二环路西一段到龙华北路,177,1,25.0,2019-08-21 Wed 11:09:34,大华街从二环路西一段到龙华北路
龙安街,"104.008568,30.6498585","104.013657,30.6498356",从武阳大道一段到龙华北路,359,1,30.0,2019-08-21 Wed 11:09:34,龙安街从武阳大道一段到龙华北路
龙安街,"104.013657,30.6498661","104.008568,30.6498852",从龙华北路到武阳大道一段,179,1,30.0,2019-08-21 Wed 11:09:34,龙安街从龙华北路到武阳大道一段
燃灯寺东街,"104.03746,30.6444263;","104.041229,30.6444931",从大石南路到一环路西一段,1,1,20.0,2019-08-21 Wed 11:09:34,燃灯寺东街从大石南路到一环路西一段
燃灯寺东街,"104.041229,30.6445198",";104.03746,30.6444569",从一环路西一段到大石南路,181,1,20.0,2019-08-21 Wed 11:09:34,燃灯寺东街从一环路西一段到大石南路
双楠街,"104.030594,30.6419735",";104.026848,30.647768",从广福路到少陵路,119,1,30.0,2019-08-21 Wed 11:09:34,双楠街从广福路到少陵路
双楠街,"104.02681,30.6477642;","104.030579,30.6419563",从少陵路到广福路,299,1,25.0,2019-08-21 Wed 11:09:34,双楠街从少陵路到广福路
安居街,"104.030006,30.6439991","104.030067,30.6477242",从惠民街到少陵路,89,1,30.0,2019-08-21 Wed 11:09:34,安居街从惠民街到少陵路
安居街,"104.030037,30.6477242","104.029976,30.6439991",从少陵路到惠民街,269,1,30.0,2019-08-21 Wed 11:09:34,安居街从少陵路到惠民街
广厦巷,"104.030029,30.6464844","104.031563,30.6455822",从安居街到双楠路,325,1,25.0,2019-08-21 Wed 11:09:34,广厦巷从安居街到双楠路
广厦巷,"104.031593,30.6455822","104.030029,30.6465149",从双楠路到安居街,145,1,25.0,2019-08-21 Wed 11:09:34,广厦巷从双楠路到安居街
菊乐路,"104.032837,30.6476765","4;104.041283,30.64608",从双元街到一环路西一段,347,1,25.0,2019-08-21 Wed 11:09:34,菊乐路从双元街到一环路西一段
菊乐路,"104.041283,30.6461067",";104.032837,30.647707",从一环路西一段到双元街,167,1,25.0,2019-08-21 Wed 11:09:34,菊乐路从一环路西一段到双元街
大石南路,"104.037514,30.6431828","104.037155,30.6509476",从七道堰街到大石西路,92,1,25.0,2019-08-21 Wed 11:09:34,大石南路从七道堰街到大石西路
大石南路,"104.037117,30.6509418","104.037476,30.6431828",从大石西路到七道堰街,272,1,25.0,2019-08-21 Wed 11:09:34,大石南路从大石西路到七道堰街
浣花滨河路,"104.024719,30.6514225","104.034172,30.6554451",从大石西路到百卉路,26,1,30.0,2019-08-21 Wed 11:09:34,浣花滨河路从大石西路到百卉路
浣花滨河路,"104.034172,30.6554756","104.024696,30.6514263",从百卉路到大石西路,206,1,25.0,2019-08-21 Wed 11:09:34,浣花滨河路从百卉路到大石西路
南浦东路,"104.059914,30.6466713","104.056625,30.6481743",从浆洗街到通祠路,152,1,30.0,2019-08-21 Wed 11:09:34,南浦东路从浆洗街到通祠路
锦里东路,"104.060684,30.6478577","104.057175,30.6492939",从浆洗街到通祠路,154,1,35.0,2019-08-21 Wed 11:09:34,锦里东路从浆洗街到通祠路
文庙前街,"104.056587,30.6523552",";104.06192,30.6495476",从塘坎街到中南大街,328,1,20.0,2019-08-21 Wed 11:09:34,文庙前街从塘坎街到中南大街
文庙前街,"104.061935,30.6495743","104.056602,30.6523819",从中南大街到塘坎街,148,1,25.0,2019-08-21 Wed 11:09:34,文庙前街从中南大街到塘坎街
文庙后街,"104.05867,30.6537075;","104.062889,30.6508751",从横陕西街到上南大街,322,1,25.0,2019-08-21 Wed 11:09:34,文庙后街从横陕西街到上南大街
文庙后街,"104.062904,30.650898;","104.058685,30.6537285",从上南大街到横陕西街,142,1,25.0,2019-08-21 Wed 11:09:34,文庙后街从上南大街到横陕西街
琴台路,"104.044693,30.6579113","104.047203,30.6626263",从锦里西路到通惠门路,65,1,25.0,2019-08-21 Wed 11:09:34,琴台路从锦里西路到通惠门路
琴台路,"104.047127,30.662672;","104.044601,30.6579552",从通惠门路到锦里西路,245,1,25.0,2019-08-21 Wed 11:09:34,琴台路从通惠门路到锦里西路
西安南路,"104.045746,30.6634274","104.048607,30.6685867",从十二桥路到西青路,64,1,30.0,2019-08-21 Wed 11:09:34,西安南路从十二桥路到西青路
栅子街,"104.054596,30.6672401","104.055977,30.6662273",从小通巷到长顺中街,319,1,20.0,2019-08-21 Wed 11:09:34,栅子街从小通巷到长顺中街
实业街,"104.048904,30.6684361","104.056091,30.6650486",从西安北路到长顺中街,331,1,25.0,2019-08-21 Wed 11:09:34,实业街从西安北路到长顺中街
实业街,"104.056107,30.6650753",";104.048927,30.668457",从长顺中街到西安北路,151,1,30.0,2019-08-21 Wed 11:09:34,实业街从长顺中街到西安北路
小通巷,"104.052216,30.6682529","104.054611,30.6672268",从中同仁路到栅子街,333,1,20.0,2019-08-21 Wed 11:09:34,小通巷从中同仁路到栅子街
百卉路,"104.034172,30.6554623","104.041061,30.6529999",从浣花滨河路到一环路西一段,337,1,35.0,2019-08-21 Wed 11:09:34,百卉路从浣花滨河路到一环路西一段
青羊正街,"104.040855,30.6588497","104.044693,30.6578979",从一环路西一段到琴台路,343,1,30.0,2019-08-21 Wed 11:09:34,青羊正街从一环路西一段到琴台路
青羊正街,"104.044708,30.6579247","104.040871,30.6588707",从琴台路到一环路西一段,164,1,25.0,2019-08-21 Wed 11:09:34,青羊正街从琴台路到一环路西一段
浣花南路,"104.034187,30.6554623",";104.03598,30.6616631",从浣花滨河路到青华路,76,1,25.0,2019-08-21 Wed 11:09:34,浣花南路从浣花滨河路到青华路
浣花南路,"104.035957,30.6616802","104.034149,30.6554585",从青华路到浣花滨河路,255,1,30.0,2019-08-21 Wed 11:09:34,浣花南路从青华路到浣花滨河路
大庆路,"104.032784,30.6717777","104.031982,30.6684303",从百寿路到清江东路,258,1,25.0,2019-08-21 Wed 11:09:34,大庆路从百寿路到清江东路
青羊北路,"104.042503,30.6715908","104.043571,30.6732445",从青羊东二路到抚琴东南路,60,1,25.0,2019-08-21 Wed 11:09:34,青羊北路从青羊东二路到抚琴东南路
青羊北路,"104.043549,30.6732578","104.040588,30.6694622",从抚琴东南路到一环路西三段,236,1,25.0,2019-08-21 Wed 11:09:34,青羊北路从抚琴东南路到一环路西三段
双顺南路,"104.018639,30.6708317","104.019661,30.6744576",从清江中路到战旗东路,76,1,20.0,2019-08-21 Wed 11:09:34,双顺南路从清江中路到战旗东路
双顺南路,"104.01963,30.6744614;","104.018616,30.6708355",从战旗东路到清江中路,256,1,25.0,2019-08-21 Wed 11:09:34,双顺南路从战旗东路到清江中路
罗家碾街,"104.027992,30.6725693","104.021927,30.6739559",从石人南路到二环路西二段,165,1,25.0,2019-08-21 Wed 11:09:34,罗家碾街从石人南路到二环路西二段
战旗东路,"104.017868,30.6748753","104.021652,30.6737862",从双清南路到二环路西二段,341,1,20.0,2019-08-21 Wed 11:09:34,战旗东路从双清南路到二环路西二段
战旗东路,"104.021797,30.6741199","104.017876,30.6749058",从二环路西二段到双清南路,166,1,25.0,2019-08-21 Wed 11:09:34,战旗东路从二环路西二段到双清南路
东马棚街,"104.056282,30.6692486","104.060265,30.6675339",从长顺下街到东城根下街,333,1,20.0,2019-08-21 Wed 11:09:34,东马棚街从长顺下街到东城根下街
东马棚街,"104.060272,30.6675606","104.056305,30.6692715",从东城根下街到长顺下街,153,1,25.0,2019-08-21 Wed 11:09:34,东马棚街从东城根下街到长顺下街
过街楼街,"104.056824,30.6707993","104.060265,30.6692619",从长顺下街到东城根下街,332,1,20.0,2019-08-21 Wed 11:09:34,过街楼街从长顺下街到东城根下街
过街楼街,"104.060287,30.6692886",";104.056839,30.670826",从东城根下街到长顺下街,152,1,20.0,2019-08-21 Wed 11:09:34,过街楼街从东城根下街到长顺下街
中同仁路,"104.051651,30.6707115","104.052086,30.6669598",从槐树街到实业街,275,1,30.0,2019-08-21 Wed 11:09:34,中同仁路从槐树街到实业街
西青路,"104.046021,30.6698704","104.048904,30.6684361",从枣子巷到西安南路,329,1,25.0,2019-08-21 Wed 11:09:34,西青路从枣子巷到西安南路
西青路,"104.048927,30.668457;","104.048584,30.6686001",从西安南路到枣子巷,154,1,25.0,2019-08-21 Wed 11:09:34,西青路从西安南路到枣子巷
西马棚街,"104.051979,30.6712933","104.056229,30.6693325",从上同仁路到长顺下街,331,1,20.0,2019-08-21 Wed 11:09:34,西马棚街从上同仁路到长顺下街
槐树街,"104.048019,30.6726093","104.056198,30.6684971",从三洞桥路到长顺下街,329,1,30.0,2019-08-21 Wed 11:09:34,槐树街从三洞桥路到长顺下街
槐树街,"104.056213,30.66852;1","104.048035,30.6726303",从长顺下街到三洞桥路,149,1,35.0,2019-08-21 Wed 11:09:34,槐树街从长顺下街到三洞桥路
西安北路,"104.048607,30.6685867",";104.048042,30.672617",从西青路到槐树街,96,1,25.0,2019-08-21 Wed 11:09:34,西安北路从西青路到槐树街
西安北路,"104.048012,30.6726227","104.048569,30.6685829",从槐树街到西青路,276,1,25.0,2019-08-21 Wed 11:09:34,西安北路从槐树街到西青路
青羊东二路,"104.042488,30.6716003","104.046021,30.6698704",从青羊北路到枣子巷,330,1,25.0,2019-08-21 Wed 11:09:34,青羊东二路从青羊北路到枣子巷
抚琴南路,"104.043571,30.6732445",";104.04438,30.6744747",从抚琴东南路到永陵路,60,1,25.0,2019-08-21 Wed 11:09:34,抚琴南路从抚琴东南路到永陵路
抚琴南路,"104.044357,30.6744881","104.043549,30.6732578",从永陵路到抚琴东南路,240,1,25.0,2019-08-21 Wed 11:09:34,抚琴南路从永陵路到抚琴东南路
永陵路,"104.041122,30.6760406","104.048019,30.6726093",从一环路西三段到三洞桥路,329,1,30.0,2019-08-21 Wed 11:09:34,永陵路从一环路西三段到三洞桥路
永陵路,"104.048035,30.6726303","104.041138,30.6760845",从三洞桥路到一环路西三段,149,1,30.0,2019-08-21 Wed 11:09:34,永陵路从三洞桥路到一环路西三段
石人南路,"104.027077,30.6693516",";104.028572,30.674942",从清江东路到石人东路,77,1,25.0,2019-08-21 Wed 11:09:34,石人南路从清江东路到石人东路
磨底河沿巷,"104.032684,30.6712399","104.031845,30.6751156",从大庆路到石人东路,100,1,25.0,2019-08-21 Wed 11:09:34,磨底河沿巷从大庆路到石人东路
金罗路,"104.032814,30.6717739","104.033867,30.6759548",从百寿路到金琴路,77,1,25.0,2019-08-21 Wed 11:09:34,金罗路从百寿路到金琴路
金罗路,"104.033829,30.6759644","104.032784,30.6717777",从金琴路到百寿路,257,1,25.0,2019-08-21 Wed 11:09:34,金罗路从金琴路到百寿路
石人东路,"104.028572,30.674942;",";104.031837,30.675106",从石人南路到磨底河沿街,3,1,20.0,2019-08-21 Wed 11:09:34,石人东路从石人南路到磨底河沿街
抚琴西南街,"104.041817,30.6771564",";104.036842,30.679409",从一环路西三段到金琴路,152,1,20.0,2019-08-21 Wed 11:09:34,抚琴西南街从一环路西三段到金琴路
锦西路,"104.011887,30.6764755","104.017868,30.6748753",从青羊大道到双清中路,342,1,30.0,2019-08-21 Wed 11:09:34,锦西路从青羊大道到双清中路
锦西路,"104.017868,30.6749058","104.011894,30.6765022",从双清中路到青羊大道,162,1,30.0,2019-08-21 Wed 11:09:34,锦西路从双清中路到青羊大道
石人西路,"104.024261,30.6765118",";104.028572,30.674942",从二环路西二段到石人南路,337,1,20.0,2019-08-21 Wed 11:09:34,石人西路从二环路西二段到石人南路
双顺路,"104.019661,30.6744576","104.021683,30.6788044",从战旗东路到清溪西路,68,1,25.0,2019-08-21 Wed 11:09:34,双顺路从战旗东路到清溪西路
双顺路,"104.021652,30.6788139",";104.01963,30.6744671",从清溪西路到战旗东路,248,1,25.0,2019-08-21 Wed 11:09:34,双顺路从清溪西路到战旗东路
锦翠南路,"104.016266,30.6752186","104.017616,30.6780987",从锦西路到锦翠路,68,1,25.0,2019-08-21 Wed 11:09:34,锦翠南路从锦西路到锦翠路
锦翠南路,"104.017601,30.6781197","104.016228,30.6752262",从锦翠路到锦西路,247,1,25.0,2019-08-21 Wed 11:09:34,锦翠南路从锦翠路到锦西路
双清中路,"104.017883,30.6748848","104.019966,30.6791458",从锦西路到同盛路,67,1,30.0,2019-08-21 Wed 11:09:34,双清中路从锦西路到同盛路
双清中路,"104.019943,30.6791592","104.017845,30.6748981",从同盛路到锦西路,247,1,30.0,2019-08-21 Wed 11:09:34,双清中路从同盛路到锦西路
锦屏西街,"104.013458,30.6785202",";104.01561,30.6779594",从青羊大道到锦屏路,343,1,25.0,2019-08-21 Wed 11:09:34,锦屏西街从青羊大道到锦屏路
锦屏西街,"104.01561,30.6779861;","104.013458,30.6785507",从锦屏路到青羊大道,163,1,25.0,2019-08-21 Wed 11:09:34,锦屏西街从锦屏路到青羊大道
锦翠北路,"104.017616,30.6781025","104.018417,30.6795826",从锦翠路到同盛路,65,1,20.0,2019-08-21 Wed 11:09:34,锦翠北路从锦翠路到同盛路
锦翠北路,"104.018379,30.6795959","104.017601,30.6781158",从同盛路到锦翠路,245,1,25.0,2019-08-21 Wed 11:09:34,锦翠北路从同盛路到锦翠路
三洞桥路,"104.048042,30.6726131",";104.05146,30.6761284",从槐树街到石灰街,50,1,25.0,2019-08-21 Wed 11:09:34,三洞桥路从槐树街到石灰街
