name,start,end,dir,angle,status,speed,time,identifier
交大路,"104.032341,30.7172756","104.043182,30.7034702",从交大立交到银河路,304,1,40.0,2019-08-21 Wed 11:09:34,交大路从交大立交到银河路
长青路,"104.038506,30.7094307","104.044975,30.7104626",从交大路到星辰路,10,1,35.0,2019-08-21 Wed 11:09:34,长青路从交大路到星辰路
长青路,"104.044975,30.710516;","104.038506,30.7094307",从星辰路到交大路,191,1,30.0,2019-08-21 Wed 11:09:34,长青路从星辰路到交大路
金府路,"104.022469,30.7040539","104.036903,30.7117195",从茶店子路到交大路,31,1,40.0,2019-08-21 Wed 11:09:34,金府路从茶店子路到交大路
金府路,"104.044304,30.7173519","104.022331,30.7041378",从星汉北路到茶店子路,214,1,35.0,2019-08-21 Wed 11:09:34,金府路从星汉北路到茶店子路
星科路,"104.049759,30.7057343","104.052269,30.7072392",从星汉路到九里堤北路,34,1,30.0,2019-08-21 Wed 11:09:34,星科路从星汉路到九里堤北路
星科路,"104.052269,30.7072392","104.049759,30.7057953",从九里堤北路到星汉路,213,1,35.0,2019-08-21 Wed 11:09:34,星科路从九里堤北路到星汉路
星河路,"104.041206,30.7059593","104.048355,30.7075787",从交大路到星汉路,14,1,35.0,2019-08-21 Wed 11:09:34,星河路从交大路到星汉路
星河路,"104.04837,30.7076397;","104.041206,30.7059593",从星汉路到交大路,195,1,30.0,2019-08-21 Wed 11:09:34,星河路从星汉路到交大路
九里堤西路,"104.044975,30.7104626","104.050255,30.7109413",从星辰路到九里堤北路,6,1,30.0,2019-08-21 Wed 11:09:34,九里堤西路从星辰路到九里堤北路
九里堤西路,"104.050278,30.7110271",";104.044975,30.710516",从九里堤北路到星辰路,186,1,35.0,2019-08-21 Wed 11:09:34,九里堤西路从九里堤北路到星辰路
九里堤北路,"104.049255,30.7182713","104.055145,30.7042351",从新泉路到群星路,289,1,40.0,2019-08-21 Wed 11:09:34,九里堤北路从新泉路到群星路
九里堤东路,"104.050255,30.7109413","104.058167,30.7146263",从九里堤北路到九里堤东路东口,28,1,45.0,2019-08-21 Wed 11:09:34,九里堤东路从九里堤北路到九里堤东路东口
九里堤东路,"104.058167,30.7146263","104.050278,30.7110271",从九里堤东路东口到九里堤北路,207,1,35.0,2019-08-21 Wed 11:09:34,九里堤东路从九里堤东路东口到九里堤北路
福源路,"104.058167,30.7146263","104.049034,30.7252007",从九里堤东路到洞子口路,126,1,40.0,2019-08-21 Wed 11:09:34,福源路从九里堤东路到洞子口路
福源路,"104.049461,30.7224617","104.060921,30.7120934",从洞子口路到蓉北商贸大道二段,313,1,35.0,2019-08-21 Wed 11:09:34,福源路从洞子口路到蓉北商贸大道二段
二环高架路,"104.025154,30.6773911","104.058945,30.6946125",从清江中路到九里堤中路出入口,30,1,50.0,2019-08-21 Wed 11:09:34,二环高架路从清江中路到九里堤中路出入口
二环高架路,"104.098824,30.6873646","104.036407,30.6871548",从北站东二路到营门口立交桥,180,1,55.0,2019-08-21 Wed 11:09:34,二环高架路从北站东二路到营门口立交桥
北较场西路,"104.060371,30.6736851","104.062805,30.6815243",从万和路到西体路,75,1,45.0,2019-08-21 Wed 11:09:34,北较场西路从万和路到西体路
西体北路,"104.059021,30.6859016",";104.06144,30.6812763",从一环路北二段到西体路,294,1,30.0,2019-08-21 Wed 11:09:34,西体北路从一环路北二段到西体路
五丁路,"104.062805,30.6815243","104.066208,30.6859379",从武都路到一环路北二段,56,1,35.0,2019-08-21 Wed 11:09:34,五丁路从武都路到一环路北二段
五丁路,"104.066116,30.6859379","104.062721,30.6815281",从一环路北二段到武都路,236,1,31.0,2019-08-21 Wed 11:09:34,五丁路从一环路北二段到武都路
一环路北二段,"104.05909,30.6858349;",";104.066208,30.685854",从西体北路到五丁路,0,1,30.0,2019-08-21 Wed 11:09:34,一环路北二段从西体北路到五丁路
一环路北二段,"104.073158,30.6858883","104.059021,30.6859016",从人民北路一段到西体北路,179,1,30.0,2019-08-21 Wed 11:09:34,一环路北二段从人民北路一段到西体北路
北站西二路,"104.066208,30.6859379","104.066315,30.6945324",从一环路北二段到二环路北二段,89,1,35.0,2019-08-21 Wed 11:09:34,北站西二路从一环路北二段到二环路北二段
北站西二路,"104.066238,30.6945381","104.066116,30.6859379",从二环路北二段到一环路北二段,269,1,30.0,2019-08-21 Wed 11:09:34,北站西二路从二环路北二段到一环路北二段
九里堤南路,"104.057312,30.6947422","104.059021,30.6859016",从二环路北一段到一环路北二段,279,1,30.0,2019-08-21 Wed 11:09:34,九里堤南路从二环路北一段到一环路北二段
蓉北商贸大道一段,"104.066315,30.6945324","104.061546,30.7113075",从二环路北二段到蓉北商贸大道二段,103,1,30.0,2019-08-21 Wed 11:09:34,蓉北商贸大道一段从二环路北二段到蓉北商贸大道二段
蓉北商贸大道一段,"104.061424,30.7112141","104.066238,30.6945381",从蓉北商贸大道二段到二环路北二段,283,1,30.0,2019-08-21 Wed 11:09:34,蓉北商贸大道一段从蓉北商贸大道二段到二环路北二段
蓉北商贸大道二段,"104.061546,30.7113075","104.058372,30.7224445",从蓉北商贸大道一段到洞子口路,103,1,25.0,2019-08-21 Wed 11:09:34,蓉北商贸大道二段从蓉北商贸大道一段到洞子口路
蓉北商贸大道二段,"104.058136,30.7225113","104.061424,30.7112141",从洞子口路到蓉北商贸大道一段,284,1,30.0,2019-08-21 Wed 11:09:34,蓉北商贸大道二段从洞子口路到蓉北商贸大道一段
洞子口路,"104.049683,30.7224541","104.074516,30.7141247",从政通路到八里桥路,338,1,40.0,2019-08-21 Wed 11:09:34,洞子口路从政通路到八里桥路
洞子口路,"104.074402,30.7143784","104.049706,30.7225685",从八里桥路到政通路,158,1,40.0,2019-08-21 Wed 11:09:34,洞子口路从八里桥路到政通路
塞云台东一路,"104.066261,30.7027149","104.072212,30.7026749",从蓉北商贸大道一段到花径路,359,1,25.0,2019-08-21 Wed 11:09:34,塞云台东一路从蓉北商贸大道一段到花径路
塞云台东一路,"104.072121,30.7027912","104.066261,30.7027149",从花径路到蓉北商贸大道一段,180,1,30.0,2019-08-21 Wed 11:09:34,塞云台东一路从花径路到蓉北商贸大道一段
五块石路,"104.065971,30.7053509",";104.067467,30.714325",从蓉北商贸大道一段到凤仪东路,81,1,30.0,2019-08-21 Wed 11:09:34,五块石路从蓉北商贸大道一段到凤仪东路
五块石路,"104.067345,30.7143326",";104.067024,30.712307",从凤仪东路到五福桥东路,262,1,35.0,2019-08-21 Wed 11:09:34,五块石路从凤仪东路到五福桥东路
五福桥东路,"104.074524,30.711729;","104.063484,30.7126007",从八里桥路到五福桥东路西口,174,1,30.0,2019-08-21 Wed 11:09:34,五福桥东路从八里桥路到五福桥东路西口
金鹏街,"104.006531,30.6760445","104.006454,30.6760845",金凤路附近,148,1,32.0,2019-08-21 Wed 11:09:34,金鹏街金凤路附近
磨底河沿街,"104.031845,30.6751156","104.029068,30.6806355",从石人东路到二环路西二段,113,1,20.0,2019-08-21 Wed 11:09:34,磨底河沿街从石人东路到二环路西二段
磨底河沿街,"104.029037,30.6806126","104.031822,30.6751022",从二环路西二段到石人东路,293,1,25.0,2019-08-21 Wed 11:09:34,磨底河沿街从二环路西二段到石人东路
锦屏路,"104.014503,30.6756268","104.016647,30.6801071",从锦西路到同盛路,67,1,35.0,2019-08-21 Wed 11:09:34,锦屏路从锦西路到同盛路
锦屏路,"104.016624,30.6801147","104.014473,30.6756401",从同盛路到锦西路,247,1,30.0,2019-08-21 Wed 11:09:34,锦屏路从同盛路到锦西路
金沙路,"104.042152,30.6852798","104.050819,30.6913815",从营门口路到沙湾路,39,1,25.0,2019-08-21 Wed 11:09:34,金沙路从营门口路到沙湾路
金沙路,"104.050812,30.6914139","104.045746,30.6891689",从沙湾路到营门口路,207,1,25.0,2019-08-21 Wed 11:09:34,金沙路从沙湾路到营门口路
同善横街,"104.022575,30.6809425",";104.026703,30.679018",从双清北路到二环路西二段,331,1,25.0,2019-08-21 Wed 11:09:34,同善横街从双清北路到二环路西二段
同善横街,"104.026718,30.6790352","104.022598,30.6809692",从二环路西二段到双清北路,151,1,25.0,2019-08-21 Wed 11:09:34,同善横街从二环路西二段到双清北路
双清北路,"104.022598,30.6809559","104.019958,30.6791553",从同德街到清溪西路,218,1,20.0,2019-08-21 Wed 11:09:34,双清北路从同德街到清溪西路
同德街,"104.018456,30.6797028","104.022575,30.6809425",从同盛路到同善桥南街,19,1,20.0,2019-08-21 Wed 11:09:34,同德街从同盛路到同善桥南街
同德街,"104.022598,30.6809635","104.018425,30.6797161",从同善桥南街到同盛路,199,1,20.0,2019-08-21 Wed 11:09:34,同德街从同善桥南街到同盛路
同善桥南街,"104.025101,30.6825829","104.022598,30.6809559",从同育街到同德街,217,1,25.0,2019-08-21 Wed 11:09:34,同善桥南街从同育街到同德街
同育街,"104.022224,30.6834583","104.025093,30.6825695",从同友路到同善街,340,1,30.0,2019-08-21 Wed 11:09:34,同育街从同友路到同善街
同育街,"104.025108,30.6825905","6;104.02224,30.683485",从同善街到同友路,160,1,30.0,2019-08-21 Wed 11:09:34,同育街从同善街到同友路
同善街,"104.027634,30.6839104","104.025101,30.6825829",从蜀汉路到同育街,211,1,20.0,2019-08-21 Wed 11:09:34,同善街从蜀汉路到同育街
黄苑东街,"104.017723,30.6846924","104.022224,30.6834583",从同和路到同友路,342,1,36.0,2019-08-21 Wed 11:09:34,黄苑东街从同和路到同友路
黄苑东街,"104.02224,30.683485;1","104.017723,30.6847191",从同友路到同和路,162,1,30.0,2019-08-21 Wed 11:09:34,黄苑东街从同友路到同和路
同兴路,"104.019043,30.6866093","104.025864,30.6830082",从同和路到同善街,328,1,25.0,2019-08-21 Wed 11:09:34,同兴路从同和路到同善街
同兴路,"104.025894,30.6830311",";104.019051,30.686636",从同善街到同和路,148,1,25.0,2019-08-21 Wed 11:09:34,同兴路从同善街到同和路
振兴东一路,"104.006203,30.7157116","104.012367,30.7184753",从创业大道到金泉路,27,1,30.0,2019-08-21 Wed 11:09:34,振兴东一路从创业大道到金泉路
振兴东一路,"104.012352,30.718502;","104.006187,30.7157383",从金泉路到创业大道,207,1,30.0,2019-08-21 Wed 11:09:34,振兴东一路从金泉路到创业大道
运货大道,"104.009422,30.7233429","3;104.0168,30.7274361",从金泉路到盛发街,32,1,35.0,2019-08-21 Wed 11:09:34,运货大道从金泉路到盛发街
运货大道,"104.016731,30.7274933","104.009407,30.7233639",从盛发街到金泉路,213,1,40.0,2019-08-21 Wed 11:09:34,运货大道从盛发街到金泉路
盛发街,"104.007614,30.7345161","2;104.0168,30.7274361",从侯家桥路到运货大道,318,1,35.0,2019-08-21 Wed 11:09:34,盛发街从侯家桥路到运货大道
盛发街,"104.016846,30.7274704",";104.00766,30.7345562",从运货大道到侯家桥路,138,1,35.0,2019-08-21 Wed 11:09:34,盛发街从运货大道到侯家桥路
金琴路,"104.035973,30.6784897","104.038612,30.6813602",从抚琴西路到营兴街,51,1,25.0,2019-08-21 Wed 11:09:34,金琴路从抚琴西路到营兴街
金琴路,"104.038574,30.6813774","104.033829,30.6759644",从营兴街到金罗路,232,1,20.0,2019-08-21 Wed 11:09:34,金琴路从营兴街到金罗路
抚琴西路,"104.030525,30.6819324","104.041122,30.6760406",从二环路西二段到一环路西三段,327,1,30.0,2019-08-21 Wed 11:09:34,抚琴西路从二环路西二段到一环路西三段
抚琴西路,"104.041138,30.6760845","104.030563,30.6819725",从一环路西三段到二环路西二段,147,1,30.0,2019-08-21 Wed 11:09:34,抚琴西路从一环路西三段到二环路西二段
抚琴街,"104.038597,30.6813698","104.043114,30.6791859",从金鱼街到一环路西三段,330,1,30.0,2019-08-21 Wed 11:09:34,抚琴街从金鱼街到一环路西三段
营兴街,"104.033745,30.6846809","104.038597,30.6813698",从二环路西三段到金琴路,321,1,20.0,2019-08-21 Wed 11:09:34,营兴街从二环路西三段到金琴路
金鱼街,"104.038612,30.6813602","104.042061,30.6851521",从营兴街到营门口路,51,1,30.0,2019-08-21 Wed 11:09:34,金鱼街从营兴街到营门口路
金鱼街,"104.042046,30.6851692","104.038574,30.6813774",从营门口路到营兴街,231,1,25.0,2019-08-21 Wed 11:09:34,金鱼街从营门口路到营兴街
营康西路,"104.035606,30.6865597","104.022118,30.6964569",从二环路西三段到茶店子横街,139,1,30.0,2019-08-21 Wed 11:09:34,营康西路从二环路西三段到茶店子横街
营康西路,"104.022095,30.6964397","104.035591,30.6865387",从茶店子横街到二环路西三段,319,1,25.0,2019-08-21 Wed 11:09:34,营康西路从茶店子横街到二环路西三段
金房苑西路,"104.036186,30.6920891","104.038437,30.6939869",从营门口路到金房苑南路,44,1,25.0,2019-08-21 Wed 11:09:34,金房苑西路从营门口路到金房苑南路
金房苑西路,"104.038414,30.6940098","104.035927,30.6923294",从金房苑南路到营门口路,218,1,25.0,2019-08-21 Wed 11:09:34,金房苑西路从金房苑南路到营门口路
蜀蓉路,"104.024429,30.6859474","104.029396,30.6900749",从蜀汉路到营康西路,44,1,30.0,2019-08-21 Wed 11:09:34,蜀蓉路从蜀汉路到营康西路
蜀蓉路,"104.029366,30.6900978","104.024406,30.6859684",从营康西路到蜀汉路,224,1,30.0,2019-08-21 Wed 11:09:34,蜀蓉路从营康西路到蜀汉路
蜀光路,"104.015656,30.6915646",";104.02121,30.6958351",从蜀汉路到育秀路,41,1,25.0,2019-08-21 Wed 11:09:34,蜀光路从蜀汉路到育秀路
蜀光路,"104.021194,30.6958618","104.015625,30.6915779",从育秀路到蜀汉路,221,1,30.0,2019-08-21 Wed 11:09:34,蜀光路从育秀路到蜀汉路
茶店子横街,"104.02121,30.6958351;","104.025696,30.6991329",从育秀路到茶店子正街,40,1,30.0,2019-08-21 Wed 11:09:34,茶店子横街从育秀路到茶店子正街
茶店子横街,"104.025673,30.699152;","104.021194,30.6958618",从茶店子正街到育秀路,220,1,25.0,2019-08-21 Wed 11:09:34,茶店子横街从茶店子正街到育秀路
育仁西路,"104.018135,30.698391;","104.013008,30.7036629",从育苗南路到西三环路五段,129,1,25.0,2019-08-21 Wed 11:09:34,育仁西路从育苗南路到西三环路五段
育仁西路,"104.012833,30.7036133","104.018105,30.6983738",从西三环路五段到育苗南路,310,1,30.0,2019-08-21 Wed 11:09:34,育仁西路从西三环路五段到育苗南路
金房苑东路,"104.038437,30.6939964","104.041573,30.6962051",从金房苑南路到花照壁东街,39,1,31.0,2019-08-21 Wed 11:09:34,金房苑东路从金房苑南路到花照壁东街
金房苑东路,"104.041527,30.6962528","104.038437,30.6939964",从花照壁东街到金房苑南路,220,1,31.0,2019-08-21 Wed 11:09:34,金房苑东路从花照壁东街到金房苑南路
银沙西街,"104.036354,30.7025375","104.043121,30.6971283",从长久一巷到银沙北街,317,1,25.0,2019-08-21 Wed 11:09:34,银沙西街从长久一巷到银沙北街
银沙西街,"104.043144,30.6971416","104.036377,30.7025642",从银沙北街到长久一巷,137,1,25.0,2019-08-21 Wed 11:09:34,银沙西街从银沙北街到长久一巷
子云路,"104.028633,30.6987019","104.036354,30.7025414",从茶店子路到长久一巷,30,1,30.0,2019-08-21 Wed 11:09:34,子云路从茶店子路到长久一巷
子云路,"104.036377,30.7025642","104.028603,30.6987247",从长久一巷到茶店子路,209,1,30.0,2019-08-21 Wed 11:09:34,子云路从长久一巷到茶店子路
长久一巷,"104.036377,30.7025414","104.041206,30.7059593",从子云路到交大路,39,1,25.0,2019-08-21 Wed 11:09:34,长久一巷从子云路到交大路
长久一巷,"104.039482,30.7048664","104.036354,30.7025642",从交大路到子云路,220,1,25.0,2019-08-21 Wed 11:09:34,长久一巷从交大路到子云路
银沙北街,"104.041573,30.6962051","104.044373,30.6978626",从花照壁东街到银河北街,34,1,25.0,2019-08-21 Wed 11:09:34,银沙北街从花照壁东街到银河北街
银沙北街,"104.044319,30.6979237","104.041527,30.6962528",从银河北街到花照壁东街,214,1,30.0,2019-08-21 Wed 11:09:34,银沙北街从银河北街到花照壁东街
银河路,"104.044373,30.6978626",";104.046577,30.699192",从银河北街到交大路,35,1,25.0,2019-08-21 Wed 11:09:34,银河路从银河北街到交大路
银河路,"104.046577,30.699192;","104.044319,30.6979237",从交大路到银河北街,213,1,25.0,2019-08-21 Wed 11:09:34,银河路从交大路到银河北街
